question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
13262	https://health.stackexchange.com/questions/13262/does-consuming-creatine-harm-the-kidneys-or-does-it-artificially-elevate-serum	Does consuming Creatine harm the kidneys, or does it artificially elevate serum Creatinine?	How does taking the supplement Creatine affect the kidney?   I took Creatine 30 mins before a blood test. I am curious if is it POSSIBLE that the test will be falsely elevated by measuring Creatine or its byproducts in my blood? Or is it possible that taking Creatine harms the kidneys?-	2017-08-10 11:45:21Z	DoctorWhom	1	1	proteins, kidney, creatine
13259	https://health.stackexchange.com/questions/13259/does-looking-at-a-computer-can-be-good-for-your-eyes	Does looking at a computer can be good for your eyes?	Let's put aside harmful affects of staring at computer screen, is there any advantage of looking at computer screen for long time ? The reason that I ask this question is this: My mother and father both did not use computer when they were young and they had sight has problems when they were around 22-23 years old, and started using eyeglasses.  On the other hand I have been looking at computers since I am 6 years old, I became a computer engineer and my life is looking at computers. Now I am 31 years old and I don't use glasses and don't have any problem with my eyes.  Even though I am genetically prone to, I did not suffer any problems. Could there be a relationship ? Or am I genetically lucky?-	2017-08-10 00:17:03Z	Butterfly and Bones	0	0	eye, computers, benefits, screen-time-limits
13258	https://health.stackexchange.com/questions/13258/is-there-a-direct-correlation-between-high-testosterone-level-and-weak-immune-sy	Is there a direct correlation between high testosterone level and weak immune system?	I tried googling it, the only credible link I found is this:   Can someone please tell me whether this is true. If yes, why?-	2017-08-10 00:16:16Z	Butterfly and Bones	5	1	immune-system, testosterone, correlation-link-relate
13255	https://health.stackexchange.com/questions/13255/eye-drops-came-to-mouth-through-eyes	eye drops came to mouth through eyes	I was using eye drops for allergy, after sometime bitter taste in my mouth . I unknowingly consumed a little of it. So generally is it OK to consume nasal, eye, ear drops that comes in mouth after use. I Ask this because adult can spit it out but kids wont be able to. Are these type of medicines tested for consumption.-	2017-08-09 08:42:46Z	Arun Killu	0	0	medications, artificial-tear-eye-drops
13252	https://health.stackexchange.com/questions/13252/does-frequent-masturbation-decrease-testosterone-levels-in-men	Does frequent masturbation decrease testosterone levels in men?	I'm just curious. Done no research into this. Can anyone explain if there is a correlation?-	2017-08-08 23:01:03Z	Ruslan	5	0	masturbation, testosterone
13251	https://health.stackexchange.com/questions/13251/are-there-types-of-food-that-might-cause-spontaneous-erection	Are there types of food that might cause spontaneous erection?	I've been eating a lot of Indian food lately (rich with things like onions and garlic), and noticed that I am getting massive and prolonged erections after my Indian meals. Could it be that the onions and garlic are causing my unusually long-lasting erections? Masturbation didn't help, the penis was still erected after that. I'm not looking for medical advice here, nor do I plan to go see a doctor over an issue that they will likely not want to treat. I just want to know if certain foods can cause major erections, and whether this poses a long-term health concern.-	2017-08-19 10:29:56Z	Shadow Wizard	0	0	nutrition, penis, erection
13241	https://health.stackexchange.com/questions/13241/with-orthotics-is-there-any-objective-way-to-know-if-your-feet-are-being-held-i	With orthotics, is there any objective way to know if your feet are being held in the right position?	I've had flat feet for years, but unfortunately, my parents didn't really know that this was an issue until it was pretty much too late to correct it. Now, as an adult, I've been trying to get back into running again, so I can lose some weight.  Unfortunately, my feet hurt terribly.  I have a Brooks pair of shoes that I know is good.  As well, I've gotten some custom orthotics. However, the podiatrist I see insists that the orthotics are fine, and that my feet don't need to be pushed anymore into the right position than they already are.  I'm pretty sure he's wrong, but if he's not, I don't want to insist that my inserts be adjusted, only to find out that I was wrong. I only have feelings as to whether or not my feet are being held in the right position, but these are subjective, and I don't think they're reliable. Is there any objective way to know for sure if my feet are being held in the healthiest position possible when I walk or run?  Is there some sort of test that exists that my doctor, perhaps, doesn't know about?  -	2017-08-08 02:20:36Z	CrimsonAvengerElesis	0	0	orthotics, podiatry, flat-feet-fallen-arches
13240	https://health.stackexchange.com/questions/13240/does-c-difficile-disappear-completely	Does C. Difficile disappear completely?	I have the chance to care (including changing diapers) for a disabled individual who previously had c diff, and was told he "no longer has it", but was later told it was only in remission. He is on medication so that he "will never get it again". I've been told by some that this is a low risk situation, and by others that this is a very big deal.  Does c diff disappear completely? I know that many people have it in safe amounts in their stomachs. Can it be held in remission permanently with medication? I am young and healthy, but taking antibiotics. I live with an individual whose career could end if he got c diff from me. I'm getting a lot of mixed messages, can someone help me understand this situation?-	2017-08-07 22:57:22Z	asparism	2	0	clostridium-difficile
13239	https://health.stackexchange.com/questions/13239/time-of-day-to-go-to-the-gym-cardio-weights-with-regard-to-mental-performan	Time of day to go to the gym (cardio + weights), with regard to mental performance	I am wondering what is the best time of day to go to the gym, and still be able to study efficiently afterwards/not forget what i learned that day?  Basically I can imagine myself going at morning, night, or 6pm (time of day I feel tired,and often have coffee).-	2017-08-07 22:40:36Z	Ali Pardhan	1	0	exercise, cognitive-science
13238	https://health.stackexchange.com/questions/13238/whats-a-patients-journey-yuck-through-ae	What's a patient's 'journey' (yuck) through A&E?	I have started a new job, in which I will be teaching clinical staff in A&E how to use the new software package the hospital has bought. The problem is, I do not have a medical background. I need a flowchart (or similar) to tell me what the patient's 'journey' is when they arrive in A&E. I hate the word 'journey' in this context, but I can't think of a better one. The point is, it's hard for me to train people on the new software when I don't really know what they're doing with the physical patient in front of them. What are the decision points? Some scenarios 1) Someone walks into A&E with a painful but non-critical injury, like a broken toe. What happens to them? 2) Someone arrives in an ambulance. What happens to them? 3) What are the other common scenarios I haven't thought of? For context, this is a large, NHS general hospital in a medium sized city, in England.-	2017-08-07 21:59:57Z	Ne Mo	1	0	hospital
13236	https://health.stackexchange.com/questions/13236/calories-uptake-and-reduce	Calories uptake and reduce	If I eat something that has 200 calories, and say it's like a chocolate bar or maybe even a couple of beers is that the amount of calories I would have to work off? I guess the second part to that question is, does the body convert all calories or do some calories just pass through without getting absorbed?-	2017-08-07 19:21:05Z	Joel	2	0	calories
13771	https://health.stackexchange.com/questions/13771/tinnitus-caused-due-to-random-impulses	Tinnitus caused due to random impulses?	Usually when I experience a sudden loud noise or silence I hear this sound.. Okay a website says this  So my doubt is why do we experience short term tinnitus,like for a minute or so,what happens to the broken inner hair-	2017-09-25 13:01:42Z	Narusan-in-coma	2	0	hearing, tinnitus
13234	https://health.stackexchange.com/questions/13234/what-are-the-best-foods-for-cutting-calories	What are the best foods for cutting calories? [closed]	Imagine that you accumulate fat VERY easily besides being unable to always prepare your food and eat healthy, and not having much time to exercise. If you wanted to cut calories, what would be the foods that have low calories but leave you satisfied? like jelly(Gelatin) but more nutritious.-	2017-08-07 14:39:44Z	SilverLink	0	0	weight, weight-loss, calories
13233	https://health.stackexchange.com/questions/13233/protrusion-or-extrusion	Protrusion or Extrusion?	Here is an MRI picture of someone who suffers from a backache. Does any one know that his problem is disk extrusion or disk protrusion?  It does not seems to be a disk extrusion, yes? Thank you in advance.-	2017-08-07 14:34:30Z	Amin	0	0	back, spine, dorsal-upper-back-side
13232	https://health.stackexchange.com/questions/13232/how-can-a-person-make-his-her-immune-system-stronger-and-prevent-flu	How can a person make his/her immune system stronger and prevent flu?	If someone is getting flu frequently, how can he/she make his/her immune system become stronger? And what should he/she eat for daily meals?-	2017-08-10 11:06:33Z	DoctorWhom	2	0	nutrition, immune-system, meal
13229	https://health.stackexchange.com/questions/13229/why-do-we-get-a-headache-after-crying	Why do we get a headache after crying? [closed]	I know headaches have a lot of causes: coffee, chocolate, etc... But why do we get a headache after crying?-	2017-08-05 20:43:05Z		1	0	headache, crying
13227	https://health.stackexchange.com/questions/13227/will-an-office-chair-that-promotes-better-posture-help-with-sleep-apnea	Will an office chair that promotes better posture help with sleep apnea?	I'm a software engineer who has pretty bad posture while sitting at my desk all day. I was wondering if getting a more ergonomic chair that promotes better posture will help with my sleep apnea at night? I'm pretty sure a lot of my breathing problems are because my chin tilts forward against my chest and blocks my airway. Can a more ergonomic chair help sleep apnea? -	2017-08-04 23:26:20Z	Carey Gregory	0	0	sleep-apnea
13225	https://health.stackexchange.com/questions/13225/what-does-crp-decreased-result-means-within-2-months	What does CRP decreased result means within 2 months [duplicate]	What does it means when you repeat all your blood test between 2 months and all the result are within range and exactly the same as previously, but a test called CRP decreased from 2 to 0.98. Does it mean that I have infection or not ?-	2017-08-04 15:22:34Z	Lara Ch	0	0	infection, blood-tests, crp-c-reactive-protein
13223	https://health.stackexchange.com/questions/13223/should-all-the-stuff-be-thrown-away-when-moving-out-from-a-house-with-mold	Should all the stuff be thrown away when moving out from a house with mold?	Can anything from a molded house be safely moved to a new house without any further harm for health?  Can spores be wiped out from clothes and furniture?-	2017-09-17 06:41:35Z	LangLangC	4	0	allergy, environmental-conditions, eczema, toxicology
13219	https://health.stackexchange.com/questions/13219/do-the-health-benefits-of-beetroot-juice-outweigh-how-rank-it-tastes	Do the health benefits of beetroot juice outweigh how rank it tastes? [closed]	It tastes like mud. Surely something that disgusting is good for you?-	2017-08-04 08:21:24Z	Dilshan	-1	0	juice
13217	https://health.stackexchange.com/questions/13217/how-much-t4-increase-do-you-get-per-mcg-of-levothyroxine	How much T4 increase do you get per mcg of levothyroxine?	A normal starting dose of levothyroxine is 50 mcg per day. According to ATA, absorption is 60-80%. Let's assume 70% and let's assume 5 L of blood in the average human being. According to  , 7000 ng/L of thyroxine is 9000 pmol/L. Free T4 is usually 0.03% of total T4 so I'd at first expect the dose to contribute   of free T4. But a normal human range of free T4 is 10-24 pmol/L. Clearly I've made a mistake somewhere since the dose seems to be an order of magnitude too large. What's the correct calculation? What is the expected average T4 increase when taking 50 mcg of levothyroxine?-	2017-08-04 11:20:56Z	Alexander Ljungberg	5	1	medications, thyroid
13215	https://health.stackexchange.com/questions/13215/how-does-donepezil-impact-the-immune-system	How does donepezil impact the immune system?	Is it immunosuppressive? If so, to what extent? What are the mechanisms for this effect? -	2017-08-03 13:08:24Z	user16520	2	0	medications, immune-system, pharmaceutical, immunosuppressant
13212	https://health.stackexchange.com/questions/13212/herbs-that-would-relax-the-mind-but-not-decrease-blood-pressure	Herbs that Would Relax the Mind but Not Decrease Blood Pressure? [closed]	Recently, I have been wondering whether there are herbal remedies that would relax the mind from situations related to stress but NOT decrease blood pressure. So far, it has been easy for me to find lists of herbs that have relaxing effects such as from this website,  , but when I have investigated their effects further I have found that all of them contribute some degree to lessening blood pressure. The reason I am asking this is because a member of my family has naturally low blood pressure and by taking relaxants they have found that it causes them headaches when their blood pressure falls from an already low level. I would be much obliged if someone could clarify whether such remedies are possible or impossible to obtain.-	2017-08-04 18:14:41Z	Butterfly and Bones	0	0	blood-pressure, herbs, calm-soothing-strategies
13200	https://health.stackexchange.com/questions/13200/is-there-any-point-in-getting-lab-tests-done-if-i-cant-find-a-primary-care-phys	Is There Any Point In Getting Lab Tests Done If I Can't Find a Primary Care Physician?	I've been seeing a therapist for depression and I've been requested to get a physical done so I can have my vitamin D, testosterone levels and thyroid checked. Unfortunately I live in a rural area where there are not nearly enough doctors and I have exhausted all efforts to try to find a primary care physician to establish myself with. It's gotten so bad our local insurance provider has stopped fielding phone calls asking for support finding a primary care physician. It's been suggested to me by several offices to get the tests done that I need at our local Urgent Care center, which I can do, but... what happens if they find something that needs treatment? I do not have a doctor. What would possibly be my next step in that situation?-	2017-08-02 18:58:55Z	agradine	1	0	blood-tests
13199	https://health.stackexchange.com/questions/13199/headphone-usage-with-audiobooks	Headphone usage with audiobooks	I've read that excessive listening to music on headphones can cause hearing damage, but I listen to audiobooks and can do so at a very low volume and still enjoy them. I also wonder if it is as damaging because it isn't a steady stream of sound like music. How long is it safe to listen to audiobooks on headphones?-	2017-08-02 20:41:23Z	Narusan-in-coma	3	0	hearing, noise-induce-hearing-harm
13195	https://health.stackexchange.com/questions/13195/is-elemental-pure-metallic-cadmium-dangerous	Is elemental pure metallic cadmium dangerous?	I have been looking for metals to melt and cadmium looked promising till I read up on the dangers of it. Is it dangerous like lead? Where it is dangerous of ingested, or is it dangerous as in coming in physical contact is deadly. Any help on how toxic cadmium is would be appreciated.-	2017-08-02 02:56:56Z	terrariabat	0	0	toxicity, metal, poison, physical-health, toxic-fumes
13194	https://health.stackexchange.com/questions/13194/anabolic-effects-of-beta-ecdysterone	Anabolic Effects of Beta-Ecdysterone	Should one expect similar gains in muscle mass from supplementing beta-ecdysteroid to anabolic steroids like Nerobol or Methylandrostenediol? From the research I have done so far it is clear that beta-ecdysteroid has anabolic properties (e.g.  ), but how does the scale of muscle mass gain compare?   would seem to show very similar effects on mass gain, but I cant' seem to find a straight and direct answer to this question.  -	2017-11-26 15:26:02Z	Glorfindel	2	0	muscle, steroids
13190	https://health.stackexchange.com/questions/13190/alternate-appendicitis-treatment-appendix-drain-via-colonoscopy	Alternate appendicitis treatment: Appendix drain via colonoscopy	I know that appendicitis can be successfully treated with antibiotics and that 1 reason healthcare cost is so high in the US compared to other countries is appendectomies for almost all cases of appendicitis. But the bacteria that get trapped in the appendix in someone with appendicitis are gut flora that help our immune system not overreact and make vitamins such as vitamin K. And research shows that the appendix is a safe house for gut flora when someone has a lot of vomiting and diarrhea that would wash away the gut flora. So people who have appendectomies done have to take probiotics after an illness with vomiting and diarrhea to help replenish the gut flora. Taking antibiotics kills most of the good bacteria which is good for appendicitis but not good in the long term. Some antibiotic resistant bacteria such as C. diff which is normally found in the microbiome can cause colitis after taking antibiotics and this colitis can be deadly. So I thought of an alternative to appendectomies and antibiotics for people with appendicitis. Colonoscopy, specifically drainage of the appendix. This would allow the mucus and gut flora to flow from the inflamed appendix to the colon and stop the appendicitis from getting any worse. In other words, it would prevent the appendix from rupturing. And if there are a few living cells of the appendix left after an appendectomy, it can regenerate itself. Of course this would mean a higher percentage of people having reoccurring appendicitis but it could also mean a longer appendix in people who have previously had appendicitis. And a longer appendix would be able to keep even more gut flora safe from being washed away due to vomiting and diarrhea. But is this a reasonable alternative to have people with appendicitis go for a colonoscopy to drain their appendix?-	2017-08-04 18:16:04Z	Butterfly and Bones	0	0	treatment-options, colon, appendicitis, appendix, colonoscopy
13188	https://health.stackexchange.com/questions/13188/how-do-you-estimate-glucose-and-sucrose-levels-of-a-food-product	How do you estimate glucose and sucrose levels of a food product?	Is it possible to estimate approximately what the percentage of glucose and the percentage of sucrose is in a food product, simply by looking at the ingredients and nutritional information?-	2017-08-01 10:05:11Z	Tom	3	0	nutrition, sugar, food-supplements, glucose
13186	https://health.stackexchange.com/questions/13186/venous-po2-and-anemic-hypoxia	Venous PO2 and anemic hypoxia	Why does venous PO  decrease in  ? Shouldn't it be constant as PO  is a measure of the dissolved oxygen?-	2017-08-04 18:16:51Z	Narusan-in-coma	1	0	practice-of-medicine, hematology, hypoxia
13185	https://health.stackexchange.com/questions/13185/what-specialty-of-doctor-should-one-see-for-recurrent-fungal-skin-infections	What specialty of doctor should one see for recurrent fungal skin infections?	For recurrent tinea (jock itch), what specialty of physician should one see - a primary care physician, dermatologist, or infectious disease physician?-	2017-08-06 10:24:02Z	DoctorWhom	1	0	dermatology, jock-itch-tinea-cruris, ringworm
13172	https://health.stackexchange.com/questions/13172/tattoo-on-person-with-hepatitis-b	Tattoo on person with hepatitis b	Is it ok for a person with hepatitis b to get a tattoo? What are the risks? Will it make the condition worse?-	2017-08-04 18:32:46Z	Butterfly and Bones	2	0	blood, risks, liver, hepatitis
13169	https://health.stackexchange.com/questions/13169/does-free-sugar-intake-before-meals-cause-more-adverse-effects-than-after-them	Does free sugar intake before meals cause more adverse effects than after them?	The WHO gives   in terms of percentage of energy intake. That, combined with some popular wisdom makes the think that it isn't the same if I eat, say a chocolate bar, before or after lunch. From what I understand, the major problem with free sugars is that they cause an insoline production spike that our body is not quite prepared to deal with in the long run. If I were to eat some   (such as a regular meal), the insuline levels would rise at a normal pace until the free sugar intake and would drop less after the sugar processing, because there would still be the rest of the meal to digest, effectively reducing the insuline spike. So, it is worse to consume free sugars before a meal than after? If so, how much worse is it? For the same ammount of adverse effects, can I ingest more free sugars after a regular meal than after a small one?  please consider as meals something a nutricionist would recommend to an average, healthy adult person, a "regular meal" being the lunch, and the small meal the mid-morning break.-	2017-08-04 18:17:54Z	Butterfly and Bones	2	0	digestion, diabetes, sugar, time-of-day, meal
13168	https://health.stackexchange.com/questions/13168/cold-shower-how-to-and-details	Cold shower. How to and details	I have read the benefits of cold showers. I find very difficult to put in practice and still have many questions about what is the best way to do it:-	2017-08-04 18:19:23Z	Butterfly and Bones	0	1	sleep, weather, frequency, bath, water-temperature
13166	https://health.stackexchange.com/questions/13166/will-a-partial-sexual-relation-see-question-for-details-in-adolescence-affect	Will a partial sexual relation (see question for details) in adolescence affect height and genital size?	This is a relatively unanswered question on the net, so I decided to ask it here. For a specific example: Subject A is 14 (young adolescent). He currently maintains a partial sexual relation with a girl (I couldn't find a better way to put it), meaning they touch each other, engage in oral sex, but have not attempted penetrative sex and do not plan to. Will this affect A's height or genital size in adulthood? The main piece of evidence pointing to anything remotely related to this I see on the internet, is an academic study conducted on hamsters, and it suggests that premature sex stunts growth both physically and mentally. The sources were, well, not the most credible, and only cited this single study, which I found to be of questionable reliability. Below are the articles I saw. (not enough reputation, only putting 2 on here, will refer to the third link indirectly) Third article is as below, not in link form. :P "theasianparent" dot com, 'Having Sex Too Early Stunts Genital Growth'-	2017-07-31 08:32:50Z	Nameless King	0	0	sex, growth-hormones, puberty
13159	https://health.stackexchange.com/questions/13159/snake-bite-setting-it-on-fire	Snake bite & setting it on fire	I heard this from some people in my village that snake venom catches fire like diesel fuel. And they said, one can make a li'l cut around the wound and set it on fire as an immediate action to get more time to reach some medical aid. Now, there are some cases where people have done this and they are still alive(could be their luck as well) My question is, what could be the health concerns with such a method? And is it of any worth at all? Please, keep your answers based on medical theory or some real life cases. Thank you.-	2017-08-04 18:24:15Z	Butterfly and Bones	1	0	medical-myths, burns, venom, animal-bites, fire-safety
13153	https://health.stackexchange.com/questions/13153/prosthesis-for-amputated-feet-due-to-diabities	prosthesis for amputated feet due to diabities	Someone I know have his 2nd foot to be amputated due to diabities. Now he has no feet and cannot walk, always on wheel chair. Is there any prosthesis company or technology that may help him walk again? apprciate your help.-	2017-08-04 18:27:07Z	Butterfly and Bones	0	0	artificial, amputation, prosthesis-prosthetic, amputee
13151	https://health.stackexchange.com/questions/13151/will-there-never-be-a-cure-for-cancer	Will there never be a cure for cancer? [closed]	They've yet to come up with anything except pumping you with poisons that merely give you an extra year or two to live while you suffer humiliating side-effects. When you ask experts about why they've never come up with a cure, their answers are always the same "Cancer isn't one disease. It's a million different diseases. It would be like you want a single cure for infections." Well, infections do have a cure: antibiotics. Another more modern excuse from top cancer researchers is that "Cancer is an evolutionary mechanism to protect the species gene pool". So is everything else we cure, right? It seems the billions of dollars pushed into all this research is pointless. From the outside it looks as though these researchers don't try to understand what cancer even is, they just rely on trial and error and hope they find something that works.-	2017-07-30 13:22:00Z	Kate Gregory	-3	0	medications, cancer, research, cure
13150	https://health.stackexchange.com/questions/13150/should-one-retake-the-tetanus-vaccination	Should one retake the tetanus vaccination?	I have heard from a doctor that one should take vaccination for tetanus every 10 years. On the other hand, I have also heard from a medical researcher that there are no known cases where one has got a tetanus after he or she has got a tetanus vaccination. Which one is correct?-	2017-07-29 17:35:52Z	confused	2	0	tetanus-shot
13149	https://health.stackexchange.com/questions/13149/why-losing-apetite-is-always-a-criteria-when-stomach-pain-happens	Why losing apetite is always a criteria when stomach pain happens	Why when a patient feels a pain in his stomach, doctors always ask him if he's losing apetite ? What does losing apetite conduct to as diagnosis ?-	2017-08-04 18:27:43Z	Butterfly and Bones	1	0	stomach, health-education, loss-of-appetite, endoscopy
13147	https://health.stackexchange.com/questions/13147/is-there-a-mental-disorder-that-causes-people-to-do-things-in-their-sleep	Is there a mental disorder that causes people to do things in their sleep?	As the title says, what can cause high amounts of activity during one's sleep? Activity like: switching on lights, and walking around outside. -	2017-08-04 18:28:18Z	Butterfly and Bones	0	0	sleep, mental-health, sleep-walking
13134	https://health.stackexchange.com/questions/13134/how-bone-of-broken-toe-can-be-straightened-without-surgery	How bone of broken toe can be straightened without surgery?	I am reading this   about broken toe: It is the broken, I think it really needs surgery. Then why does this article shows may not needed? -	2017-08-04 18:29:16Z	Butterfly and Bones	1	0	surgery, broken-bones, self-healing-repairing, toe
13132	https://health.stackexchange.com/questions/13132/options-after-exposure-to-abs-fumes	Options after exposure to ABS fumes	Let's assume someone has an increased risk for leukemia, lymphoma, lung cancer, and maybe even brain cancer because of fumes from ABS material that they have inhaled. What can they do once they are aware of their risk?  So a few questions:-	2017-07-29 00:59:09Z	Narusan-in-coma	2	0	cancer, prevention, inhalation, toxic-fumes
13129	https://health.stackexchange.com/questions/13129/hospital-says-their-blood-test-caused-sepsis-how-serious-is-this	Hospital says their blood test caused sepsis. How serious is this?	My wife went to an Ontario (Canada) public hospital and they performed a blood test, among other things. The test revealed a presence of bacteria in the blood. They said they will send it for analysis to determine the exact bacteria, which may take up to 48 hours.  Somebody from the hospital called a day or so later and said that there's no need to worry, the bacteria should be all gone, and it was most likely introduced into the blood stream (and the sample) during the actual blood test. They said there's no need for follow-up tests. They mentioned that the needle was sterile, but the bacteria was probably on her skin. Is this normal? I thought that with proper procedures your risk of infection should be essentially zero. How effective is the sterilizing wipe that is used before inserting the needle? I'm asking whether what happened (ie blood contaminated during a blood test) is a fairly normal occurrence or if it indicates non-trivial issues with the hospital staff's procedures that should be brought to someone's attention. In other words, something like "Yeah, this happens sometimes, it's not a big deal" vs "Uh.. you should really notify your local health authority ASAP, there's a clear health hazard for other patients".-	2017-07-28 22:48:01Z	Carey Gregory	0	0	blood-tests, bacteria
13127	https://health.stackexchange.com/questions/13127/nutritional-info-required-to-list-allergens	Nutritional Info Required To List Allergens?	I discovered recently I am allergic to soy and have been looking at the labels on many foods I eat to discover it's in almost all the foods I eat.  Some don't seem to make any sense - like raw walnuts containing soy, according to the ingredients. What should I be aware of on the labels outside of direct warnings?  I'm worried that a product may contain soy without warning of it, like: Is a product that   contains soy required to make this clear?-	2017-07-27 13:58:14Z	StopSigningMeOut	1	0	allergy
13126	https://health.stackexchange.com/questions/13126/can-very-tight-glasses-restrict-blood-flow-to-the-brain	Can very tight glasses restrict blood flow to the brain?	Can extended use of glasses that are very tight-pressing against the temples inhibit blood circulation towards the brain? I find that I get headaches if I wear tight glasses, and found a similar question here:   but it still doesn't clear out my doubts about blood flow.-	2017-07-28 16:06:38Z	Ramy Al Zuhouri	4	0	blood-circulation, glasses
13122	https://health.stackexchange.com/questions/13122/how-much-protein-per-100g-is-considered-high-protein	How much protein per 100g is considered “high protein”?	I've just opened my first ever USN "Pro Protein" premium multi-protein bar. Its a   with   in it. That's less than 1/3rd protein. Good news is it tastes pretty good... Anyway, the nutritional information says that it contains   - still less than 1/3rd protein. I was wondering, is this considered a high protein supplement? I would have expected "high protein" to mean that protein content is closer to at least 50% protein...-	2017-07-27 10:17:06Z	Ortund	2	0	nutrition, diet, proteins
13121	https://health.stackexchange.com/questions/13121/total-amount-vs-percentage-of-nutrients	Total Amount vs. Percentage of Nutrients	Does ingesting (for example) 30 grams of sugar with one litre of water a day has the same effect on the dietary intake as ingesting 60 grams of sugar with two litres of water? How does the absorption of nutrients looks like your body?-	2017-07-30 06:59:48Z	Narusan-in-coma	1	0	nutrition, diet
13118	https://health.stackexchange.com/questions/13118/neutralize-bile-in-stomach	Neutralize bile in stomach	In acid reflux disease, patients are advised to eat foods that can neutralize acid in their stomach to keep the acid level in stomach low enough, for example just a small cake can efficiently reduce the acid level in stomach. Is there any same things to neutralize bile for bile reflux disease?-	2017-07-27 02:23:40Z	joe	1	0	digestion, stomach, gerd-acid-reflux, bile
13115	https://health.stackexchange.com/questions/13115/carrots-of-other-colors-besides-orange	Carrots of other colors besides orange	Are carrots other than orange good for the eyes? Do they contain any vitamin A? I'm mostly just curious about potential foodstuffs that are good for the body & I'm starting with carrots because I read a lot. If they are beneficial to the eyes or any other part of the body, could you let me know please. Thanks in advance.-	2017-07-26 23:06:52Z	Abraham Ray	0	0	nutrition, eye, benefits
13113	https://health.stackexchange.com/questions/13113/is-it-impossible-to-impregnate-a-woman-during-her-period-and-in-the-few-days-af	Is it impossible to impregnate a woman during her period, and in the few days after?	I've heard that the chances of impregnating a women during her period, or in the few days (up to a week) after her period, are close to 0 percent. Does this mean that I don't need to use a condom during this interval of time between her period and up to a week after?-	2017-07-26 21:49:56Z	threetimes	0	0	pregnancy
13105	https://health.stackexchange.com/questions/13105/eliminating-deafness	Eliminating deafness	Why can't deafness be permanently eliminated?  What are the physical aspects that stop us from re-creating an ear drum or cochlea? For example, I lost my ear due to an infection when i was a kid, *that was behind my ear drum and ruptured in. Why are there no solutions for this situation?-	2017-07-29 20:16:14Z	Narusan-in-coma	2	0	hearing, hearing-impaired
13103	https://health.stackexchange.com/questions/13103/what-a-heroin-addict-takes-when-theres-no-heroin-available-in-order-to-avoid-a	What a heroin addict takes when there's no heroin available, in order to avoid abstinence syndrome?	The heroin abstinence, like alcohol abstinence, is something painful and hard to pass through. Listen a history when Kurt Cobain and Courtney Love came in Brasil, in 1993, when they go down in street searching for heroin, but in Brazil there's no heroin. So, come to my mind, many rockstars are addict to heroin, and sure enough, a lot of time they find themselves without this in countries like Brazil (a cocaine paradise where heroin just does not exist). So, what probably those heroin addicts take when there's no heroin available? Which available (and accessible without medical prescription) substances would avoid the problems of heroin abstinence.-	2017-07-26 11:07:01Z	Leandros López	4	0	recreational-drugs, drug-withdrawal, heroin
13102	https://health.stackexchange.com/questions/13102/is-there-a-risk-eating-food-that-sparrows-ate-from	Can I continue to eat a cereal my cat ate out of?	So this morning I eating cereal (lucky charms) and the batteries to my remote were running low so I went to go change them, leaving my cereal in my room. When I came back my kitten around 3 or 4 months was licking the milk from my cereal. His paws weren't in it though. I really don't want to waste food. So is it safe if I just continue eating it? He was only there for 15 seconds at most. I'm typing this at my computer with my cereal behind me on a tall stool. Somewhat what I walked into this morning but this is not my cat. (Not a picture of my cat)-	2017-07-22 14:45:32Z	Butterfly and Bones	4	0	food-safety, saliva, zoonotic-diseases, contaminate, zoonotic-viruses
13100	https://health.stackexchange.com/questions/13100/calories-in-soybeans-446-or-172-kcal	Calories in soybeans, 446 or 172 kcal?	According to USDA,  , mature seeds, raw contains 446 kcal per 100g, and  , mature cooked, boiled, without salt contains 172 kcal per 100g. Is it because while boiling water content increases or because calories are lost due to boiling or both or any other reasons? I have found this to be the case for other foods, too, so generic answer is helpful. Thank You.-	2017-07-26 09:18:39Z		1	0	nutrition, calories
13095	https://health.stackexchange.com/questions/13095/how-common-is-cte-in-normal-adults	How common is CTE in normal adults?	How common is chronic traumatic encephalopathy (CTE) in normal adults who don't have obvious risk factors such as high-impact sports? Have there been any studies done on the normal population as opposed to those who are at risk? (I understand that this can only be diagnosed posthumously, so any study would tend to be biased towards elderly individuals.)-	2017-07-25 22:12:23Z	user3067860	2	0	brain, neurology, head-trauma, traumatic-encephalopathy
13094	https://health.stackexchange.com/questions/13094/is-it-possible-to-reach-an-orgasm-without-physical-stimulation-masturbation	Is it possible to reach an orgasm without physical stimulation (masturbation)?	Can females or males achieve an orgasm without physical stimulation (masturbation) of the sexual or reproduction organs (vagina, penis, breast)? Males have nocturnal emissions that work without physical stimulation, can males or females have that during daytime? If yes, how does one achieve an orgasm this way? Is it mostly psychological?  -	2017-07-25 21:49:26Z	Narusan-in-coma	9	1	masturbation, orgasm-climax
13090	https://health.stackexchange.com/questions/13090/who-are-some-of-the-worlds-most-recognized-experts-on-the-tailbone-coccyx	Who are some of the world's most recognized experts on the tailbone/coccyx?	Does anyone know of any researchers or practitioners that have extremely deep understanding of the tailbone/coccyx?-	2017-07-25 18:59:02Z	Rasputin	1	0	spine, bones, ligament, pelvis-pelvic-bone, tailbone-coccyx
