question_id	answer_id	comment	time_stamp	username
13268	13270	I literally had never heard of that!  It sounds amazing and something that should exist. I will look into it.	2017-08-12 01:21:29Z	DoctorWhom
13252	13257	Why is it that frequent masturbation reduces the ability to maturbate?	2017-08-09 21:17:51Z	Sonevol
13252	13257	@Sonevol I don't quite see how this is related to my answer or the question. Self-advertising my own answer and advertising Chris' answer on a similar topic. This might provide you with some information. Afterwards, feel free to ask a new question on Health.SE (taking account of the Community guidelines layed out during the tour)!	2017-08-09 21:41:54Z	Narusan-in-coma
13238	13245	It's a good suggestion. Although I didn't say so in the question, I've already arranged to do that. It will be helpful, but having the workflow will make it easier to make sense of what I see, and ask intelligent questions about what doesn't make sense to me.	2017-08-08 17:54:56Z	
13238	13254	Actually, #3 "wait forever" can go in between any 2 given steps	2017-08-09 05:25:14Z	DoctorWhom
13232	13391	if you want to comment on someone else's answer, when you have 50 rep you can do so. Your answer should stand on its own not as a rebuttal to someone else's. I am going to edit your answer to be independent.	2017-08-22 15:01:52Z	Kate Gregory
13232	13391	Also, antibiotics DO NOT WORK for viruses such as the flu. A quick reading of your answer might lead someone to believe "Advil Cold and Sinus" was an example of an antibiotic, which it is not. And you have no sources for your claim that eating dirt and failing to wash your hands will somehow improve the immune system. This answer still needs a lot of work.	2017-08-22 15:05:23Z	Kate Gregory
13232	13391	Antibiotics will not help prevent the flu. -1	2017-08-23 04:06:34Z	Carey Gregory
13232	13306	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-08-13 19:20:08Z	Narusan-in-coma
13223	13237	Thank you for your contribution and welcome to HealthSE!   In Health, telling someone "they'll be fine" can be dangerous.  We avoid diagnosis/prognosis for multiple sound reasons.  Here we try to provide answers backed with evidence, rather than anecdotes or opinions.  I will add upholstery cleaning to my answer, as it can sometimes be sufficient.  But sometimes it is not; as I mentioned, it depends on the item and degree of mold infestation.	2017-08-07 21:26:20Z	DoctorWhom
13223	13237	Ok, I removed that part. If you still think the answer is likely to be damaging, I'd have no objection should be deleted. Cheers	2017-08-07 21:41:51Z	Ne Mo
13212	13218	-1: Questions where part of the answer is see a doctor are off-topic on Health. Please do not answer questions which are off-topic.	2017-08-16 08:13:29Z	Narusan-in-coma
13200	13206	+1. In healthcare shortage areas, ER/UC  do often end up becoming Primary Care.  If you present to the UC and give them your symptoms including depression and express your concern about causes of secondary depression and your inability to get tested anywhere else, they may do it there.  Btw @agradine, if depression is your only symptom then you're certainly correct checking for thyroid dysfunction, but testosterone is not usually first line in testing, and Vit D has lower evidence for strength of association with depression - so they may not do those.  Depends on the clinician.	2017-08-06 09:19:51Z	DoctorWhom
13188	13208	This doesn't address the question at all.	2017-08-03 23:36:56Z	Carey Gregory
13186	13196	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-08-02 08:50:26Z	Narusan-in-coma
13151	13156	While I appreciate your effort, I think that OP only wants to rant about cancer researchers. This is why this doesn't really answer the question, there was none in the beginning. (still +1 for trying to save the post by edit and answer). I fear that the post will be deleted because it really is nothing but a rant.	2017-07-30 16:17:52Z	Narusan-in-coma
13147	13177	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-07-31 19:38:17Z	Narusan-in-coma
13134	13191	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background.  Your orthopaedist does not count. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-08-01 18:37:25Z	Narusan-in-coma
13126	13128	+1 You beat me by a few seconds, I had the same text typed and was just looking for a picture as reference. You could even point out that compressing the skull would also have notable effects and basically be a stroke.	2017-07-27 16:30:49Z	Narusan-in-coma
13113	13120	Plus one for a well-written, down-to-earth, spot-on answer. :O) ... Another very helpful resource:  What are Fertility Awareness Methods?. Quote from that site: "Fertility awareness methods (FAMs) are ways to track your ovulation so you can prevent pregnancy. FAMs are also called 'natural family planning' and 'the rhythm method.'"	2017-07-28 20:03:35Z	Mark D Worthen PsyD
13105	13110	it seems like I have quite some options I could consider here. I will raise the key words which seem to be surgery, hearing aids and hair cell regeneration with my ENT specialist when I visit him next week. Then take it from there. many thanks.	2017-07-27 10:11:44Z	
13094	13841	I‘ll give you a +1 for actually coming up with an answer, but it would be great if you could find anything more reliable than (somewhat) dubious book titles and blog links.	2017-10-02 15:58:24Z	Narusan-in-coma
13094	13841	@Narusan well it does give first-hand reviews hence appears to be "real", not just rumors. I didn't find any scientific research about it, and doubt such exist.	2017-10-02 18:58:39Z	Shadow Wizard
13078	13580	Wow, that is spooky, the healthy twin who had a tonsillectomy because the doctors thought it would be more convenient ... died of esophageal cancer in his 60s despite having none of the listed risk factors.	2017-09-10 16:44:09Z	
13077	13083	You're headed in the right direction but this is what we call a link-only answer. What happens to your answer when those links go dead? That's right, your answer becomes worthless. Please add text to your answer providing the important details. You can quote from the sources you cited.	2017-07-25 22:13:59Z	Carey Gregory
13033	13034	Please include references.	2017-07-20 18:30:18Z	Narusan-in-coma
13033	13066	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-07-23 21:43:32Z	Narusan-in-coma
13029	13030	I really like your more nuanced description of naturopathy doctors, compared, for example, to Wikipedia's: "Naturopathy or naturopathic medicine is a form of pseudoscientific, alternative medicine ... based on vitalism and folk medicine, rather than evidence-based medicine." (Btw, I would not see a naturopathic doc myself, and I am a proud Wikipedian, so I'm not coming from a biased perspective in that regard.)	2017-07-20 06:04:33Z	Mark D Worthen PsyD
13029	13030	I was just providing a bit of background more than seeking medical advice. I was just curious about the use of these supplements together and over a period of time, the responses would have no impact on my decisions. I've never heard of Naturopathy to be honest, it also sounds like something I would keep away from usually. I'd also like to add that I do not feel I'm seriously ill and in need of urgent advice, I'm just interested. There are many reasons why my condition could have improved (it was not fatal); I'm fit and healthy and under 30. I have increased my fibre intake, quit drinking. etc	2017-07-20 13:23:37Z	
13029	13030	I will take a look at some of the medication interaction checkers, thanks. I'm not one of those people that believe in things like homeopathy. I think what I'm taking are just reasonable supplements of things that are naturally made within the body or are ingested to repair and maintain certain functions of it. Hopefully I'm not taking useless sugar pills.	2017-07-20 13:37:19Z	
13029	13030	That is a common mistake - once you provide a clinical story/background, it becomes medical advice.  Even though it seems that it is to help provide context and guide how someone might answer, that's basically the beginning of a clinical visit.	2017-07-20 14:53:01Z	DoctorWhom
13029	13030	There is a difference between homeopathy and naturopathy and functional medicine.  Read about them.  Treatments range in evidence of effectiveness from 0 to extremely strong.  I suggested those two types of medical providers because you are on several supplements and leaky gut syndrome is not fully a mainstream diagnosis (at least not yet), so seeing someone familiar with your diagnosis and what you take is better than coming into the average generalist with an MD or DO and limited awareness of those things.  I wish there WERE more research on supplements and alternative medicine treatments!	2017-07-20 14:58:49Z	DoctorWhom
13028	13049	This has the makings of a good answer but it lacks supporting sources, which we require here. Can you find a link for the Johns Hopkins article you cited? If so, that would be perfect.	2017-07-21 18:23:34Z	Carey Gregory
13021	13035	While your answer seems solid, would you mind checking spelling and using SE's markdown features as your answer currently is close to being unreadable.	2017-07-20 18:31:18Z	Narusan-in-coma
13021	13035	@Narusan pardon where can I learn about them.Can u help pls ?	2017-07-20 18:41:48Z	Catharanthus
13021	13035	This is a good guide for markdown. For the spelling: It's considered good style to include spaces after punctuation. I'll edit your answer this time, but I recommend learning about Markdown as you can easily increase the quality of your posts.	2017-07-20 21:31:48Z	Narusan-in-coma
13021	13035	Eliminating all Na from the diet would be extremely difficult, bordering on impossible. And how does reduced Na intake relate to hypo/hyperkalemia? I don't understand the logic of your second and third sentences.	2017-07-21 01:10:01Z	Carey Gregory
13021	13035	@CATHARANTHUS I have edited your answer and fixed the markdown problems. You can accept it if that satisfies you or reject the edit and do it yourself.	2017-07-21 21:47:47Z	Narusan-in-coma
12991	13074	Good answer but it needs references.	2017-07-24 13:26:47Z	Mark D Worthen PsyD
12991	13074	Here is the reference:  Tinnitus - Bel Marra Health	2017-07-26 08:56:20Z	Samantha
12991	13075	Nice answer but it needs references.	2017-07-24 13:26:17Z	Mark D Worthen PsyD
12991	13075	Please see the reference: Tinnitus (Ringing in the Ears): Symptoms, Causes, and Treatments	2017-07-28 05:41:34Z	user10906
12984	13173	The study doesnt tell what the "placebo" "nonfluoride toothpaste" is,at least in it's abstract.They could have taken natural ingredients that are not doing anything and then claim fluoride is better. Looks like a deeply biased study.  That's like proving calcium fluoride has no important concerns to health effect if it stays insoluble, but then use Sodium Fluoride or Fluorosilicic in toothpaste or tap water.	2017-12-29 23:02:45Z	HerbalResearcher
12980	12994	1. About the "THIRDLY" point: So where is the arsenic, if not in the grain? Or rather, where do the studies which find arsenic actually find it? You would think they only check grains... 2. So it doesn't matter what kind of rice it is originally, just whether it's polished, parboilt or only-husk-removed? 3. Is parboilt rice "good enough" or is it still better to have the brown kind?	2017-07-17 16:03:35Z	
12980	12994	1.its in the layers beneath the husk not exactly inside the grain...2.i hve editd the answer on grain color...Polishing,parboiling etc are only milling processes not to be confused with the natural proprties of the grain i mean the genetics...3.brown is more nutritious than parboiled white but with the arsenic issue I think the latter is better(strictly from the refrnes)	2017-07-17 18:19:30Z	Catharanthus
12980	13061	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-07-29 16:43:41Z	Narusan-in-coma
12975	12976	so "to evaluate a " in the front of each of these pretty much explains them? As in "to evaluate a treatment" in this case?	2017-07-15 21:44:02Z	
12975	12976	@KateGregory I think so, yes.	2017-07-15 22:09:55Z	Carey Gregory
12975	12976	@KateGregory As an FYI since you accepted this answer, I edited it to remove what was really just editorializing that might not have been entirely fair. Didn't change factual content.	2017-07-16 04:47:23Z	Carey Gregory
12971	12989	I mostly agree with your answer.  If I were in this situation, I would suggest that both partners get tested. That would be less offensive than asking only the new partner to get tested. And it would be fair for both to gain this information.	2017-08-04 08:53:39Z	Marzipanherz
12965	12969	This is extremely helpful and valuable guidance. Thank you.	2017-07-15 10:44:36Z	
12961	12963	This is a good answer but too heavy on abbreviations and shorthand. For example, it's not clear how to interpret this: Decreases in CO > Decrease BP. If you could clarify some of your shorthand that would be great.	2017-07-15 04:12:05Z	Carey Gregory
12961	12963	A decrease in cardiac output causes a decrease in blood pressure.	2017-07-18 12:00:32Z	
12961	12963	It is overly simplistic to directly correlate blood pressure and cardiac output as you have completely ignored the compliance of the vasculature. If vascular compliance had no effect on blood pressure then vasopressin and phenylephrine would be completely useless as vasopressors since they directly impact neither heart rate nor stroke volume (although both could indirectly decrease stroke volume by increasing afterload).	2018-01-28 07:58:53Z	RudyB
12961	12963	I am old and frequently measure my BP, I have found almost no correlation between BP and rate / pulse. My cardiologist says he is not surprised.	2018-01-28 21:11:41Z	blacksmith37
12958	12970	Thanks everyone for the help. But he refuses to go to doctor. N he doesn't have any depression. Previously also he had d same problem, low libido.. really don't know wat to do with him.	2017-07-17 09:53:57Z	
12942	12943	Somehow I would add that enlargement is in almost all cases unnecessary; unlike having the equipment in 'working order'. As the perceived necessity for such a question is routed in wrong beliefs or body dysmorphism there are treatments available that work: education and psychotherapy.	2017-11-21 16:41:59Z	LangLangC
12930	12936	Hello @robinchwan, thanks for the source. The background says study showed synthroid taken at bedtime significantly decreased thyrotropin levels and increased free thyroxine and total triiodothyronine levels. I thought thyrotropin should be more, not less. Please clarify.	2017-07-13 15:23:43Z	
12925	12935	Although this is excellent information on panic attacks, please review the help files for Health SE. Personal health advice and "diagnose me" questions are not allowed. Also, references should be included in answers.   Great info though, appreciate the CBT reference.	2017-07-13 06:02:05Z	DoctorWhom
12916	12934	How quickly after the final dose of the vaccine do you have immunity? Presumably this depends on if it is the two or three dose schedule.	2017-07-13 19:04:01Z	StrongBad
12916	12934	@StrongBad The immunity it confers is a curve beginning with the first shot that rises until some weeks after the last one, so there isn't a day when you're not immune and the next day you are. And keep in mind that not everyone develops immunity from the vaccine. Some people simply never do even after two series of shots.	2017-07-13 23:55:25Z	Carey Gregory
12916	12934	I think your answer is incomplete then since it is much more complicated then simply completing the series, but has to do with how far into the immunity development process you are. The initial studies may have looked at immunity levels as a function of time in order to get the correct dosages and time intervals.	2017-07-14 00:11:34Z	StrongBad
12916	12934	@StrongBad However the studies were done doesn't matter. Immunity is never a yes/no question for any disease. It's always a fluctuating curve that varies over time, circumstances, and health of the individual. It's entirely possible for someone who showed a strong, positive titer to HBV to die of it due to being immunocompromised by drugs, disease, AIDS, etc.	2017-07-14 01:50:25Z	Carey Gregory
12911	12959	+1 for the statement "Sticking with one doctor and going from them to a specialist and then back again is probably the best way to build trust."  This is one recommended management of health anxiety or "illness anxiety disorder."  Acid reflux and allergies and asthma are very  common causes of chronic cough.  Stick with a doctor and follow treatment recommendations closely.  Partner together and follow up until you either feel you understand it, it resolves, or the symptoms are adequately managed.	2017-07-15 04:46:28Z	DoctorWhom
12911	12959	Cognitive Behavioral Therapy is also a treatment for health anxiety, like other types of anxiety.	2017-07-15 04:47:18Z	DoctorWhom
12911	12959	Thank you all. I would like to hear more about your coughing day and night tho	2017-07-16 13:02:35Z	
12911	12959	the specifics of my cough are unlikely to be useful. I was sick. It made me cough. It got really bad. I had many many symptoms in addition to the cough. Then it got better. All my symptoms are gone.	2017-07-16 13:26:00Z	Kate Gregory
12911	12959	I changed the family doctor and went to Gastrointestinal and stomach doctor. He said the same. I went to ear, nose and throat doctor and said the same and had allergy and the cough will take too long to go off. I went to lung doctor and said the same. I eat well. I did lots of echos and scanners to stomack and lung and throat with full blood tests and nothing was found. Just cough from allergy ? It made me really annoyed.	2017-07-16 16:20:20Z	
12908	12915	EMS uses AVPU only casually and generally only on initial assessment. They almost always use GCS subsequent to that.	2017-07-11 14:34:01Z	Carey Gregory
12908	12915	@CareyGregory Edited the answer. Thanks for pointing that out!	2017-07-12 08:30:14Z	Narusan-in-coma
12908	12915	I used to moderate an EMS forum with worldwide membership so I'm fairly familiar with practices worldwide and GCS is pretty much a standard everywhere, not just US/Canada. AVPU simply isn't adequate in the prehospital setting. You can't triage a patient to a trauma center based on AVPU. Honestly, I would just strike the whole AVPU thing with regard to EMS.	2017-07-13 02:14:34Z	Carey Gregory
12904	12906	Hey! Congrats on breaking the first sound barrier here (1000). Would you mind adding the links to your sources into the answer?	2017-11-29 18:32:51Z	LangLangC
12888	14590	This has the makings of a good answer but it's lacking supporting references. Site policy requires them. They don't have to be exhaustive. A single credible source that supports your main assertions of fact will suffice.	2017-12-07 01:32:24Z	Carey Gregory
12871	12877	Although this is a very solid debunction of user9757 claims, it does not attempt to answer the question, which is asking about benefits of anilingus	2017-07-08 15:07:27Z	Narusan-in-coma
12868	12869	Although your answer seems sound, could you provide some more references for the claims you make? That would be great!	2017-07-07 21:59:32Z	Narusan-in-coma
12868	12869	This information is based on articles I've read over the years about genetics, evolution, and disease, so I don't know if I can find citations for anything in particular. However, if I can find something, I will update my answer. (And yes, I did search for some corroborating material before I posted this. Unfortunately, even articles from reputable sources make inaccurate claims about evolution and genetics, possibly because they're aimed at the general population and, therefore, make shortcuts in logic.)	2017-07-07 22:19:36Z	BillDOe
12868	12869	I've upvoted your answer because I feel like it deserves attention and you actually do have a reference included. I just wanted to remind you of community guidelines, and thought you might have forgotten to simply include some links.	2017-07-07 22:20:49Z	Narusan-in-coma
12836	12838	I really appreciate your answer... I imagine that good, ordinary people described in the experiment i posted and i think: how is it possible? Why do you think my question is ridiculous? What happens in their brain? Maybe i should change my question asking: Does a Biochemical mechanisms exist?	2017-07-04 22:18:04Z	
12836	12838	If you read that experiment, you cannot think - at least - "that's strange"... why that normal people turn so quickly in bad people doing horrible thing with no excuses linked to their survival	2017-07-04 22:21:03Z	
12836	12838	I don't think your question is ridiculous. I was simply trying to point out that "evil" is not an actual physiological state, parameter etc. So even if you change the question to "mechanisms" there is still no answer. On the other hand, aggression and obedience are some of the keywords you are looking for and those are terms you should do research on. What you're asking is too broad and doesn't have an actual answer. I believe though, in my answer, I provided you with all the right tools for you to proceed.	2017-07-04 22:34:14Z	Antony
12836	12838	The question is so broad I think I would have voted to close except your answer is so good that it saved the question.	2017-07-04 22:45:16Z	Carey Gregory
12836	12838	Thank you! Yes I believe it is quite educating and that I had too much free time during the two hours I devoted to it. Shame if it is to be closed :P @Fil I added 2 more links that might interest you.	2017-07-04 22:52:04Z	Antony
12825	12829	Could you provide references? This would make your answer excellent!	2017-07-04 12:04:36Z	Narusan-in-coma
12814	13787	What I want to know is who the heck volunteers for a study like that?	2017-09-27 15:30:41Z	Carey Gregory
12811	12812	So it seems like the best treatment for insomnia-related immunodeficiency would be a medication that mimics the REM signal to the immune system. By any chance does this also mean that some forms of brain damage or deficiency could impair immunity through a similar mechanism (with no damage to the immune system otherwise)?	2017-07-03 16:29:54Z	
12811	12812	@ user1258361 subject to confirmation and understanding of the pathways by neuroscientists.Like I said the pathways of REM interaction with immunity are not very well understood.	2017-07-03 17:28:42Z	Catharanthus
12811	12812	If it's a hot research topic then it should be easy to find sources to support your answer. -1 for lack of same.	2017-07-04 15:31:58Z	Carey Gregory
12811	12812	my apologies people..I almost forgot them	2017-07-05 11:49:08Z	Catharanthus
12811	12812	Much better. :-)	2017-07-05 13:37:22Z	Carey Gregory
12810	12830	Thanks , than i will cut my sleeping hours  & try to make some time in morning before breakfast.... :)	2017-07-04 10:51:30Z	
12810	12830	This answer has no citations at all to prove this claim, which is very nonspecific. Why would a run not be advisable? Would the OP fail to lose weight? Be injured or damaged in some way? Find running more difficult than it otherwise would be? This is not really an answer at this point, it needs details and references to be one.	2017-07-04 12:32:46Z	Kate Gregory
12810	12830	@USer345738380 I don't advise cutting sleeping hours either.  Ensuring adequate sleep is a component of weight management (sleep quality/quantity is part of our hospital system's weight mgmt clinic intake form, and we routinely send people for sleep studies based on STOPBANG scores...)  Perhaps go to bed earlier to accommodate morning runs.	2017-07-05 07:59:07Z	DoctorWhom
12810	12830	@DoctorWhom Thanks , i will try to do 8 hours :)	2017-07-05 09:06:59Z	
12804	12808	Great answer. However, since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-07-04 14:20:49Z	Narusan-in-coma
12802	12826	These are interesting articles. Do you know of any articles which directly compare sugar intake from solid foods vs. liquid sugar intake? I believe the rapid rise in blood sugar rather than the total sugar content is a risk factor for type 2 diabetes, but I have not proof for this.	2017-07-04 20:24:38Z	
12802	12826	A mechanism of biological plausibility would be that with a rapid rise in blood sugar the body releases too much insulin because the blood sugar is too high. When blood sugar rises more slowly the amount of insulin released fits the amount of glucose more adequately. Therefore liquid sugar intake could cause insulin resistance, but I'm only speculating.	2017-07-04 20:29:15Z	
12802	12826	That--rapid spikes in glucose increases risk of Type 2 Diabetes--is certainly a tenable hypothesis. You might want to look at the research on glycemic load for some insights.	2017-07-04 22:01:45Z	Mark D Worthen PsyD
12802	12826	This answer is very good. I only know had time to look into the sources you provided in detail. Very interesting, thank you!	2018-02-27 11:13:42Z	
12800	12815	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-07-03 18:33:43Z	Narusan-in-coma
12769	13458	This answer is good, but it leaves out the sedative; many sedatives (often benzodiazepines) do have addictive properties, though not on the same level as opiods. I'd say its quite unlikely after a single dose for most people, though.	2017-08-29 23:20:18Z	Bryan Krause
12769	12770	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-06-27 19:50:16Z	Narusan-in-coma
12769	12770	I thoroughly disagree. I've had propofol over a dozen times, and it does produce a very pleasant high, but it lasts only a few seconds before you become unconscious. That unconsciousness is not sleep. It's more like simply having your brain switched off. There are no dreams, no awareness, no twilight state. You're just utterly unaware.	2017-06-27 22:10:34Z	Carey Gregory
12769	12770	Ok Narusan, you have provide all reference about this answer, great, and all the doubts of Arun Killu have been answer, awsome	2017-06-29 19:05:22Z	sGermosen
12769	12780	Welcome to HealthSE @sGermosen, we welcome your help! Please read the site guidelines about answering questions.  Your answer is only a partial answer per guidelines.	2017-08-29 07:14:23Z	DoctorWhom
12759	12760	Thank you -- directly answered the quesiton, and I learned a lot of things from reading some of the referenced pdf.	2017-06-27 00:58:32Z	
12759	12760	But I calculate the amount after 2 hours would be 136mg, not 144mg (180 * 2^(-2/5) = 136). Am I right?	2017-06-27 01:03:04Z	
12759	12760	You're the one with 31K rep on Mathematics, so yeah, you're right. :-) Edited accordingly.	2017-06-27 03:55:28Z	Carey Gregory
12749	12751	I believe the question is about the popular assertion that you might as well not drink a diuretic liquid, because it causes your body to excrete more liquid than you just took in, leaving you as dehydrated as before if not more so. Anecdotally I think it's nonsense; I knew many adults who only drank tea, coffee, and beer, and were alive. Yet it is a common claim - not about diuretic meds, but about drinks that have a diuretic effect.	2017-06-26 11:52:28Z	Kate Gregory
12749	12751	@KateGregory Hmm... maybe you're right. I'll add some additional material to address that.	2017-06-26 13:35:20Z	Carey Gregory
12744	12783	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-06-30 21:15:02Z	Narusan-in-coma
12740	15373	A really well put together answer.  I wish I could give you more than 1 up-vote.  Time to digest your points :-)	2018-02-18 17:40:02Z	
12734	12735	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-06-23 05:00:27Z	Narusan-in-coma
12734	12735	Hi. Sorry. Removed my speculation. FWIW your link to the list of reliable sources appears to be incorrect.	2017-06-23 05:10:47Z	hartacus
12734	12735	Scroll down, the first answer is the list. Thanks for the edit, +1 from me!	2017-06-23 05:23:54Z	Narusan-in-coma
12734	12735	Got it now. Sorry, must have looked at the wrong link.	2017-06-23 05:25:34Z	hartacus
12732	12774	Edited to include actual quantities.	2017-06-29 21:19:01Z	BillDOe
12732	12774	Nah, I was just too lazy to walk to the fridge and look at the label.	2017-06-29 21:32:45Z	BillDOe
12732	12774	Wow, thanks for the very detailed answer @BillOertell. Exactly the information I was hoping for.	2017-06-30 08:40:54Z	
12732	12774	@hartacus, the pleasure was mine. I actually learned something myself, as I was under the opposite impression (i.e. that lactase only split one lactose molecule), because of assumptions I made concerning the instructions regarding the lactase product I mentioned. I now realize that the recommended amount of lactase is based on it catalyzing the lactose in whole milk in 12 hours and not on it being used up.	2017-06-30 19:05:30Z	BillDOe
12728	12730	+1 Great analogy, and great answer. If you would wish to expand the answer, I'd recommend talking about the maths for a bit so that users without a background in probability can easily follow your claim.	2017-06-22 21:18:17Z	Narusan-in-coma
12728	12730	The math is simple: it's the cumulative density function of the binomial distribution with n=4, k=2, and p=0.2	2017-06-22 21:33:54Z	Mark
12728	12730	I don't know. 18% is a bit more unlikely than 25%...	2017-06-23 20:03:33Z	DonielF
12725	13209	Thank you! That was about physical fatigue. How about mental fatigue?	2017-08-03 07:56:44Z	
12725	13209	Youre welcome! I know yoga helps people, myself I've only done breathing exercises like breath slowly through your nose and inhale, keep it there for 5-7 seconds and then breath out naturally via mouth. If you do that minimum of 10-20 times, that will absolutely help you and stay focused.  I listen to music everywhere I go, not trying to think about work and listen to stuff that makes me happy and getting to another dimension (I love 80's music, sound design and soundtrack). Try Ulrich Schnauss albums, Yann Tiersen, Electric Youth, Ben Lukas Boysen ...what more, yeah. Ur body needs a pause.	2017-08-03 08:00:07Z	DeeKey
12725	13209	also, try to relax, I also can find myself in my bed or couch, laying down and trying to "pause" and relax with my body, every body part from top to toe and just relax 100%, every muscle and every part of me. That helps. Listen to calm music, maybe some Bach piano sonatas or partitas? :) Cello suites are also good.  I'd say breathing exercises for 15 mins, easy yoga movements and also some relaxing and laying down, good relaxing music. :)  Watch some series on HBO or Netflix, documentaries and just change world :)	2017-08-03 08:02:44Z	DeeKey
12725	13209	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-08-04 08:41:32Z	Marzipanherz
12725	13182	Welcome to Health.SE. Since health is an important topic, the site has a strict policy that all answers should be backed up with reliable references, in order to provide the community with the means to assess the merit of the answer, regardless of the reader's background. See this list of reliable sources. If you still have trouble with this, feel free to visit the help center.	2017-07-31 20:10:21Z	Narusan-in-coma
12721	12738	Just a friendly reminder: If this has answered your question, please self-accept your answer.	2017-09-22 18:58:50Z	Narusan-in-coma
12721	13836	The words "platform switching" do not ring much of sense to me. What is your opinion on mechanical strength (lack of thereof) of this system? Do you think it is good to use in molar areas?	2017-10-02 03:38:14Z	
12721	13836	@Ben Lim Welcome to Health.SE!  We require statements to be backed up by evidence found in reliable sources. Please take the tour health.stackexchange.com/tour and take a look at the other help docs to improve this answer. Currently it looks like it is on its way to a good answer but in its current form it violates site-policy.	2017-10-02 12:47:49Z	LangLangC
12721	13836	I have used implants as short as 5.5-6 mm long in the molar areas but that is after I have no better choice like bone grafting options. The few cases I have done have 100% success after 5 years (please note that this is only in my personal situation)	2017-10-18 06:25:00Z	Ben Lim
12721	13836	And platform switch designs are not limited to the Ankylos brand.	2018-02-18 02:27:08Z	enap_mwf
12714	12718	Might be worth mentioning the pharyngeal arches to understand where the person is coming from with the amphibious question, and that they can't survive outside the mother, not just in water in general (modern incubation being a separate caveat)	2017-06-21 18:51:28Z	Atl LED
12714	12718	@AtlLED  I couldn't really find any source that the pharyngeal arches aren't used for oxygen intake, but this article is pretty detailed about them. Feel free to post your own answer and focus on the pharyngeal arches.	2017-06-21 19:03:39Z	Narusan-in-coma
12714	12718	No, I meant they are the reason people have ideas that fetuses are amphibious are pharyngeal arches, and a quick note about why that logic doesn't hold up.	2017-06-21 19:10:02Z	Atl LED
12714	12718	@AtlLED What about the current version? I haven't found good explanations why the pharyngeal arches aren't a way of oxygen intake but will keep on searching.	2017-06-21 19:34:44Z	Narusan-in-coma
12714	12718	Just out of curiosity, would it be possible to provide a human with oxygen through the blood directly, in case for example of asphyxia ?	2017-06-22 14:11:53Z	
12709	12710	Actually most doctors would not order the testosterone/estrogen/DHEA or stress hormones to start out with unless clinical history suggests something like PCOS. Usually they start with CMP CBC A1c Lipids TSH (and maybe T4/T3).  Additional testing depends on the history and physical exam, and then results of the first round of tests.	2018-02-15 22:46:44Z	DoctorWhom
12704	12705	If you somehow find these sources online (arXiv, or usually the abstract is available and the rest of the article is behind a pay wall) it would be great if you could link them in your references!	2017-06-21 05:03:08Z	Narusan-in-coma
12702	12703	+1 Nice research! Great to point out inconsistencies within the study.	2017-06-20 20:52:30Z	Narusan-in-coma
